0.0, 0.0000000000, 0.0000000000, 0.0000000000, 0.0582000000
0.1, 1.2184851878, 12.1848518782, 121.8485187819, 0.0569670000
0.2, 4.8995392259, 36.8105403804, 246.2568850218, 0.0546654000
0.3, 9.4099200583, 45.1038083241, 82.9326794372, 0.0538434000
0.4, 14.5727945100, 51.6287445176, 65.2493619349, 0.0531858000
0.5, 20.3973361449, 58.2454163485, 66.1667183093, 0.0525282000
0.6, 26.8929479554, 64.9561181054, 67.1070175693, 0.0518706000
0.7, 34.0692711207, 71.7632316532, 68.0711354774, 0.0512130000
0.8, 41.9361942166, 78.6692309583, 69.0599930513, 0.0505554000
0.9, 50.5038629077, 85.6766869113, 70.0745595300, 0.0498978000
1.0, 59.7826901546, 92.7882724689, 71.1158555763, 0.0492402000
1.1, 69.7833669689, 100.0067681427, 72.1849567375, 0.0485826000
1.2, 80.5168737550, 107.3350678618, 73.2829971913, 0.0479250000
1.3, 91.9944922792, 114.7761852420, 74.4111738013, 0.0472674000
1.4, 104.2278183086, 122.3332602934, 75.5707505149, 0.0466098000
1.5, 117.2287749693, 130.0095666072, 76.7630631377, 0.0459522000
1.6, 131.0096268752, 137.8085190593, 77.9895245208, 0.0452946000
1.7, 145.5829950832, 145.7336820799, 79.2516302057, 0.0446370000
1.8, 160.9618729369, 153.7887785370, 80.5509645718, 0.0439794000
1.9, 176.2364153559, 152.7454241900, -10.4335434703, 0.0439794000
2.0, 191.4066648708, 151.7024951484, -10.4292904160, 0.0439794000
2.1, 206.4726639946, 150.6599912389, -10.4250390954, 0.0439794000
2.2, 221.4344552235, 149.6179122881, -10.4207895077, 0.0439794000
2.3, 236.2920810357, 148.5762581229, -10.4165416524, 0.0439794000
2.4, 251.0455838927, 147.5350285700, -10.4122955285, 0.0439794000
2.5, 265.6950062384, 146.4942234564, -10.4080511356, 0.0439794000
2.6, 280.2403904993, 145.4538426092, -10.4038084728, 0.0439794000
2.7, 294.6817790848, 144.4138858552, -10.3995675394, 0.0439794000
2.8, 309.0192143870, 143.3743530217, -10.3953283348, 0.0439794000
2.9, 323.2527387806, 142.3352439359, -10.3910908583, 0.0439794000
3.0, 337.3823946231, 141.2965584250, -10.3868551090, 0.0439794000
3.1, 351.4082242547, 140.2582963164, -10.3826210864, 0.0439794000
3.2, 365.3302699985, 139.2204574374, -10.3783887898, 0.0439794000
3.3, 379.1485741600, 138.1830416156, -10.3741582183, 0.0439794000
3.4, 392.8631790279, 137.1460486784, -10.3699293714, 0.0439794000
3.5, 406.4741268732, 136.1094784536, -10.3657022482, 0.0439794000
3.6, 419.9814599501, 135.0733307688, -10.3614768482, 0.0439794000
3.7, 433.3852204953, 134.0376054517, -10.3572531706, 0.0439794000
3.8, 446.6854507283, 133.0023023302, -10.3530312148, 0.0439794000
3.9, 459.8821928515, 131.9674212322, -10.3488109799, 0.0439794000
4.0, 472.9754890501, 130.9329619857, -10.3445924653, 0.0439794000
4.1, 485.9653814920, 129.8989244187, -10.3403756704, 0.0439794000
4.2, 498.8519123279, 128.8653083592, -10.3361605943, 0.0439794000
4.3, 511.6351236914, 127.8321136356, -10.3319472364, 0.0439794000
4.4, 524.3150576990, 126.7993400760, -10.3277355961, 0.0439794000
4.5, 536.8917564499, 125.7669875087, -10.3235256725, 0.0439794000
4.6, 549.3652620261, 124.7350557622, -10.3193174651, 0.0439794000
4.7, 561.7356164926, 123.7035446649, -10.3151109730, 0.0439794000
4.8, 574.0028618972, 122.6724540454, -10.3109061957, 0.0439794000
4.9, 586.1670402704, 121.6417837321, -10.3067031324, 0.0439794000
5.0, 598.2281936258, 120.6115335539, -10.3025017823, 0.0439794000
5.1, 610.1863639597, 119.5817033394, -10.2983021449, 0.0439794000
5.2, 622.0415932514, 118.5522929175, -10.2941042194, 0.0439794000
5.3, 633.7939234631, 117.5233021170, -10.2899080051, 0.0439794000
5.4, 645.4433965398, 116.4947307668, -10.2857135013, 0.0439794000
5.5, 656.9900544094, 115.4665786961, -10.2815207073, 0.0439794000
5.6, 668.4339389828, 114.4388457338, -10.2773296225, 0.0439794000
5.7, 679.7750921537, 113.4115317092, -10.2731402461, 0.0439794000
5.8, 691.0135557989, 112.3846364515, -10.2689525774, 0.0439794000
5.9, 702.1493717779, 111.3581597899, -10.2647666157, 0.0439794000
6.0, 713.1825819333, 110.3321015539, -10.2605823604, 0.0439794000
6.1, 724.1132280906, 109.3064615728, -10.2563998107, 0.0439794000
6.2, 734.9413520582, 108.2812396762, -10.2522189659, 0.0439794000
6.3, 745.6669956275, 107.2564356937, -10.2480398254, 0.0439794000
6.4, 756.2902005730, 106.2320494548, -10.2438623885, 0.0439794000
