6.5, 766.8110086520, 105.2080807894, -10.2396866544, 0.0439794000
6.6, 777.2294616047, 104.1845295272, -10.2355126225, 0.0439794000
6.7, 787.5456011545, 103.1613954979, -10.2313402920, 0.0439794000
6.8, 797.7594690077, 102.1386785317, -10.2271696624, 0.0439794000
6.9, 807.8711068535, 101.1163784584, -10.2230007328, 0.0439794000
7.0, 817.8805563643, 100.0944951082, -10.2188335026, 0.0439794000
7.1, 827.7878591954, 99.0730283111, -10.2146679711, 0.0439794000
7.2, 837.5930569851, 98.0519778973, -10.2105041376, 0.0439794000
7.3, 847.2961913549, 97.0313436972, -10.2063420015, 0.0439794000
7.4, 856.8973039090, 96.0111255410, -10.2021815619, 0.0439794000
7.5, 866.3964362349, 94.9913232591, -10.1980228183, 0.0439794000
7.6, 875.7936299031, 93.9719366821, -10.1938657699, 0.0439794000
7.7, 885.0889264671, 92.9529656405, -10.1897104161, 0.0439794000
7.8, 894.2823674636, 91.9344099649, -10.1855567561, 0.0439794000
7.9, 903.3739944122, 90.9162694860, -10.1814047893, 0.0439794000
8.0, 912.3638488157, 89.8985440345, -10.1772545150, 0.0439794000
8.1, 921.2519721598, 88.8812334412, -10.1731059325, 0.0439794000
8.2, 930.0384059135, 87.8643375371, -10.1689590411, 0.0439794000
8.3, 938.7231915288, 86.8478561531, -10.1648138400, 0.0439794000
8.4, 947.3063704408, 85.8317891202, -10.1606703287, 0.0439794000
8.5, 955.7879840678, 84.8161362696, -10.1565285065, 0.0439794000
8.6, 964.1680738110, 83.8008974323, -10.1523883725, 0.0439794000
8.7, 972.4466810550, 82.7860724397, -10.1482499263, 0.0439794000
8.8, 980.6238471673, 81.7716611230, -10.1441131669, 0.0439794000
8.9, 988.6996134987, 80.7576633136, -10.1399780939, 0.0439794000
9.0, 996.6740213830, 79.7440788430, -10.1358447065, 0.0439794000
9.1, 1004.5471121372, 78.7309075426, -10.1317130039, 0.0439794000
9.2, 1012.3189270616, 77.7181492440, -10.1275829856, 0.0439794000
9.3, 1019.9895074395, 76.7058037789, -10.1234546508, 0.0439794000
9.4, 1027.5588945374, 75.6938709791, -10.1193279989, 0.0439794000
9.5, 1035.0271296051, 74.6823506761, -10.1152030291, 0.0439794000
9.6, 1042.3942538753, 73.6712427021, -10.1110797408, 0.0439794000
9.7, 1049.6603085641, 72.6605468887, -10.1069581333, 0.0439794000
9.8, 1056.8253348710, 71.6502630682, -10.1028382058, 0.0439794000
9.9, 1063.8893739782, 70.6403910724, -10.0987199578, 0.0439794000
10.0, 1070.8524670515, 69.6309307335, -10.0946033886, 0.0439794000
10.1, 1077.7146552399, 68.6218818838, -10.0904884973, 0.0439794000
10.2, 1084.4759796755, 67.6132443554, -10.0863752835, 0.0439794000
10.3, 1091.1364814735, 66.6050179808, -10.0822637463, 0.0439794000
10.4, 1097.6962017328, 65.5972025923, -10.0781538851, 0.0439794000
10.5, 1104.1551815350, 64.5897980224, -10.0740456993, 0.0439794000
10.6, 1110.5134619454, 63.5828041036, -10.0699391880, 0.0439794000
10.7, 1116.7710840122, 62.5762206685, -10.0658343507, 0.0439794000
10.8, 1122.9280887672, 61.5700475498, -10.0617311867, 0.0439794000
10.9, 1128.9845172252, 60.5642845803, -10.0576296953, 0.0439794000
11.0, 1134.9404103845, 59.5589315927, -10.0535298758, 0.0439794000
11.1, 1140.7958092265, 58.5539884200, -10.0494317274, 0.0439794000
11.2, 1146.5507547160, 57.5494548950, -10.0453352497, 0.0439794000
11.3, 1152.2052878011, 56.5453308508, -10.0412404418, 0.0439794000
11.4, 1157.7594494131, 55.5416161205, -10.0371473030, 0.0439794000
11.5, 1163.2132804669, 54.5383105372, -10.0330558328, 0.0439794000
11.6, 1168.5668218603, 53.5354139342, -10.0289660304, 0.0439794000
11.7, 1173.8201144747, 52.5329261447, -10.0248778951, 0.0439794000
11.8, 1178.9731991750, 51.5308470021, -10.0207914262, 0.0439794000
11.9, 1184.0261168089, 50.5291763398, -10.0167066232, 0.0439794000
12.0, 1188.9789082081, 49.5279139912, -10.0126234853, 0.0439794000
12.1, 1193.8316141871, 48.5270597901, -10.0085420117, 0.0439794000
12.2, 1198.5842755440, 47.5266135699, -10.0044622019, 0.0439794000
12.3, 1203.2369330605, 46.5265751643, -10.0003840552, 0.0439794000
12.4, 1207.7896275012, 45.5269444073, -9.9963075709, 0.0439794000
12.5, 1212.2423996144, 44.5277211324, -9.9922327483, 0.0439794000
12.6, 1216.5952901318, 43.5289051738, -9.9881595867, 0.0439794000
12.7, 1220.8483397683, 42.5304963652, -9.9840880854, 0.0439794000
12.8, 1225.0015892224, 41.5324945408, -9.9800182439, 0.0439794000
12.9, 1229.0550791759, 40.5348995347, -9.9759500613, 0.0439794000
13.0, 1233.0088502940, 39.5377111810, -9.9718835371, 0.0439794000
13.1, 1236.8629432254, 38.5409293139, -9.9678186705, 0.0439794000
13.2, 1240.6173986022, 37.5445537679, -9.9637554609, 0.0439794000
13.3, 1244.2722570399, 36.5485843771, -9.9596939075, 0.0439794000
13.4, 1247.8275591375, 35.5530209761, -9.9556340098, 0.0439794000
13.5, 1251.2833454774, 34.5578633994, -9.9515757671, 0.0439794000
13.6, 1254.6396566256, 33.5631114816, -9.9475191786, 0.0439794000
13.7, 1257.8965331313, 32.5687650572, -9.9434642437, 0.0439794000
13.8, 1261.0540155274, 31.5748239610, -9.9394109618, 0.0439794000
13.9, 1264.1121443302, 30.5812880278, -9.9353593321, 0.0439794000
14.0, 1267.0709600394, 29.5881570924, -9.9313093540, 0.0439794000
14.1, 1269.9305031384, 28.5954309897, -9.9272610267, 0.0439794000
14.2, 1272.6908140939, 27.6031095547, -9.9232143497, 0.0439794000
14.3, 1275.3519333561, 26.6111926225, -9.9191693223, 0.0439794000
14.4, 1277.9139013589, 25.6196800281, -9.9151259438, 0.0439794000
14.5, 1280.3767585196, 24.6285716068, -9.9110842134, 0.0439794000
14.6, 1282.7405452390, 23.6378671937, -9.9070441306, 0.0439794000
14.7, 1285.0053019014, 22.6475666243, -9.9030056947, 0.0439794000
14.8, 1287.1710688748, 21.6576697338, -9.8989689050, 0.0439794000
14.9, 1289.2378865106, 20.6681763577, -9.8949337608, 0.0439794000
15.0, 1291.2057951437, 19.6790863315, -9.8909002615, 0.0439794000
15.1, 1293.0748350928, 18.6903994909, -9.8868684063, 0.0439794000
15.2, 1294.8450466600, 17.7021156714, -9.8828381947, 0.0439794000
15.3, 1296.5164701308, 16.7142347088, -9.8788096259, 0.0439794000
15.4, 1298.0891457747, 15.7267564389, -9.8747826993, 0.0439794000
15.5, 1299.5631138445, 14.7396806975, -9.8707574142, 0.0439794000
15.6, 1300.9384145765, 13.7530073205, -9.8667337699, 0.0439794000
15.7, 1302.2150881909, 12.7667361439, -9.8627117658, 0.0439794000
15.8, 1303.3931748913, 11.7808670038, -9.8586914012, 0.0439794000
15.9, 1304.4727148649, 10.7953997363, -9.8546726754, 0.0439794000
16.0, 1305.4537482827, 9.8103341775, -9.8506555878, 0.0439794000
16.1, 1306.3363152991, 8.8256701637, -9.8466401377, 0.0439794000
16.2, 1307.1204560522, 7.8414075313, -9.8426263245, 0.0439794000
16.3, 1307.8062106638, 6.8575461165, -9.8386141474, 0.0439794000
16.4, 1308.3936192394, 5.8740857559, -9.8346036057, 0.0439794000
16.5, 1308.8827218680, 4.8910262861, -9.8305946990, 0.0439794000
16.6, 1309.2735586224, 3.9083675434, -9.8265874263, 0.0439794000
16.7, 1309.5661695588, 2.9261093647, -9.8225817872, 0.0439794000
16.8, 1309.7605947175, 1.9442515866, -9.8185777809, 0.0439794000
16.9, 1309.8568741221, 0.9627940459, -9.8145754068, 0.0439794000
